;;PROCESO GESTIÓN DEL TALENTO HUMANO;;;;;;;;;;;;;;"Código: FGN-AP01-F-182
 
 Versión: 01";;;;;;;;;
399;2/20/2025;3 - NOROCCIDENTAL;Sucre;Oficina CTI;Fiscalía Corozal ;"QUÍMICO - LÍQUIDOS ÁCIDOS, BASES, CORROSIVOS";III;Se realiza manipulación de reactivos en espacio cercano a otros cubículos generando la exposición a vapores.;Se sugiere adecuar espacio para la manipulación de los reactivos para las pruebas PIPH.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
400;2/20/2025;3 - NOROCCIDENTAL;Sucre;Cocineta;Fiscalía Corozal ;"QUÍMICO - LÍQUIDOS ÁCIDOS, BASES, CORROSIVOS";III;Almacenamiento de productos químicos en el área de cocina;Se sugiere disponer de un espacio para el almacenamiento correcto de productos químicos (aseo).;"Coordinador sedes, Encargado de Laboratorio";;;;;;;;;;;;;;;
401;2/20/2025;3 - NOROCCIDENTAL;Sucre;Oficinas - Asistente fiscal;Fiscalía Corozal ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se percibe disconfort térmico por calor, ausencia de ventilación artificial en los puestos de trabajo de los asistentes de fiscal.";Se sugiere realizar instalación de ventilación artificial o disponer de mecanismos que mejoren las condiciones de ventilación en las distintas oficinas.;Bienes ;;;;;;;;;;;;;;;
402;2/20/2025;3 - NOROCCIDENTAL;Sucre;Parqueadero ;Fiscalía Sincé ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Zona de parqueadero: tapas de registro y rejillas se encuentran averiadas.;Se sugiere realizar mantenimiento preventivo y correctivo en tapas de registro y rejillas del parqueadero.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
403;2/20/2025;3 - NOROCCIDENTAL;Sucre;Parqueadero ;Fiscalía Sincé ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Zona de parqueadero sin señalización demarcación por celdas y de circulación de personas;Se sugiere realizar demarcación por celdas y del área de circulación de personas en parqueadero. Se recomienda la instalación de señalización en esta zona.;Comité de seguridad vial ;;;;;;;;;;;;;;;
404;2/20/2025;3 - NOROCCIDENTAL;Sucre;Oficina fiscal seccional.;Fiscalía Sincé ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Presencia de humedad en paredes oficina Fiscal Seccional.;Se sugiere realizar mantenimiento preventivo y correctivo en paredes.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
405;2/20/2025;3 - NOROCCIDENTAL;Sucre;Zona de ingreso al inmueble.;Fiscalía Sincé ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Escalón de ingreso a las instalaciones presenta desprendimiento de material.;Se sugiere realizar mantenimiento preventivo y correctivo en escalón de acceso.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
406;2/20/2025;3 - NOROCCIDENTAL;Sucre;"Escaleras.
";Fiscalía Sincé ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se evidencia
Escaleras con cinta antideslizante desgastadas.
Escaleras internas cuenta con un solo pasamano";"Se sugiere instalar cintas antideslizantes
Se sugiere instalar un pasamano que permita el agarre completo.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
407;2/20/2025;3 - NOROCCIDENTAL;Sucre;Puesto de trabajo – gabinete-puesto de guarda de seguridad;Fiscalía Sincé ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencia Cables sin canalizar. (gabinete y guarda de seguridad);"Se sugiere canalizar, proteger y reorganizar cableado.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
408;2/20/2025;3 - NOROCCIDENTAL;Sucre;Pasillo (Tablero);Fiscalía Sincé ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Tablero eléctrico sin tapa de protección.;Se sugiere mantenimiento preventivo y correctivo en conexiones en mal estado y tablero de control eléctrico.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
409;2/20/2025;3 - NOROCCIDENTAL;Sucre;"Puesto de trabajo, Fiscal seccional – Piso 2.";Fiscalía Sincé ;CONDICIONES DE SEGURIDAD - MECÁNICO (ARMAS DE FUEGO - ELEMENTOS CORTOPUNZANTES - ELEMENTOS DE MÁQUINAS - HERRAMIENTAS - MATERIALES PROYECTADOS);II;Silla ergonómica con rodachines averiados.;Se sugiere reparar o reemplazar silla ergonómica en mal estado.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
410;2/20/2025;3 - NOROCCIDENTAL;Sucre;"Puestos de trabajo, Asistente de Fiscalía Local – piso 2.";Fiscalía Sincé ;CONDICIONES DE SEGURIDAD - MECÁNICO (ARMAS DE FUEGO - ELEMENTOS CORTOPUNZANTES - ELEMENTOS DE MÁQUINAS - HERRAMIENTAS - MATERIALES PROYECTADOS);II;Se evidencia sistema ajustable de silla ergonómica deteriorado.;Se sugiere reparar o reemplazar silla ergonómica en mal estado.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
411;3/17/2025;3 - NOROCCIDENTAL;Sucre;"1.Puesto de guarda de seguridad- Cuarto eléctrico
2.Pasillo (cocina)";Fiscalía Majagual ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia
1.Presencia de humedad en paredes
2.Cielo raso con humedad.";"Se sugiere realizar mantenimiento preventivo y correctivo en paredes.
Se sugiere realizar mantenimiento correctivo en cielo raso.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
412;3/17/2025;3 - NOROCCIDENTAL;Sucre ;Oficina Asistente de Fiscal;Fiscalía Majagual ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;"Se evidencia
cableado sin canalizar.
Toma corriente desprendido";"Se sugiere canalizar, proteger y reorganizar cableado.
Se sugiere ajustar tomacorriente";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
413;3/17/2025;3 - NOROCCIDENTAL;Sucre ;"Oficina Asistente de Fiscal
Oficinas Fiscal y Asistente de fiscal";Fiscalía Majagual ;BIOLÓGICO 1 - FLUIDOS CORPORALES O EXCREMENTOS HUMANOS;III;"Se evidencia
1.Presencia de excremento de roedores en gavetas y utensilios de oficina (Oficina asistente fiscal).
2.Presencia de mosquitos";"Se sugiere fumigación en el edificio y limpieza en los puestos de trabajo.
Se sugiere fortalecer el control de plagas y vectores en las instalaciones (mosquitos)";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
414;3/17/2025;3 - NOROCCIDENTAL;Sucre ;Patio (planta eléctrica ).;Fiscalía Majagual ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;"Planta eléctrica ubicada en patio (para acceder al baño de hombres se requiere pasar por esta área).
El sistema de escape de la planta se encuentra en dirección a patios colindantes.";Se sugiere acondicionar la ubicación y dirección del sistema de escape de la planta eléctrica.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
415;3/17/2025;3 - NOROCCIDENTAL;Sucre ;"Oficina, Cocina";Fiscalía Majagual ;"QUÍMICO - LÍQUIDOS ÁCIDOS, BASES, CORROSIVOS";II;Almacenamiento de productos químicos en el área de cocina.;Se sugiere disponer de un espacio para el almacenamiento correcto de productos químicos (aseo).;Coordinador sede-Supervisor aseo ;;;;;;;;;;;;;;;
416;3/17/2025;3 - NOROCCIDENTAL;Sucre ;Cocina ;Fiscalía Majagual ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia
Falta de orden y limpieza en el lugar.";Se sugiere la implementación del protocolo de limpieza y desinfección de áreas.;Coordinador sede-Supervisor aseo ;;;;;;;;;;;;;;;
417;3/19/2025;3 - NOROCCIDENTAL;Sucre ;"Oficina CTI.
Archivo.
Oficina Asistente de fiscal";Fiscalía San Marcos ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia
1.  Presencia de humedad en techos
2.  Cielo raso con lámina desprendida en el área de archivo.
3.  Humedad en pared oficina";" Se sugiere realizar mantenimiento preventivo y correctivo en techos.
Se sugiere instalar lamina de cielo raso.
Se sugiere realizar mantenimiento preventivo y correctivo en paredes";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
418;3/19/2025;3 - NOROCCIDENTAL;Sucre ;"1.Oficina Asistente de fiscal.
2.Oficina Asistente de fiscal.
3.Sala de espera (primer piso).";Fiscalía San Marcos ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia
1.Grietas en pared oficina.
2.Lamina de drywall desajustada. 
3.Desprendimiento de material en techo";"1.Se sugiere realizar mantenimiento preventivo y correctivo en paredes.
2.Se sugiere instalar lamina de cielo raso.
3.Se sugiere realizar mantenimiento correctivo en techo.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
419;3/19/2025;3 - NOROCCIDENTAL;Sucre ;"1.Rampa de acceso, 1 piso.
2.Escaleras internas acceso al 2 piso. 
3.Escalones de acceso a las instalaciones";Fiscalía San Marcos ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia
1.Rampa de acceso no cuenta con baranda.
2.Escaleras internas, ausencia de baranda de un lado.
3.Baldosas averiadas.";"1.Se sugiere instalar pasamanos  o baranda en rampa de acceso.
2.Se sugiere instalar pasamanos faltante en escaleras internas.
3.Se sugiere reposición de baldosas partidas en escalones de acceso.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
420;3/19/2025;3 - NOROCCIDENTAL;Sucre ;"1.  Puesto de trabajo, CTI – 1 Piso
2.  Puesto de trabajo, CTI – 1 Piso";Fiscalía San Marcos ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III; Acumulación de cableado desorganizado y Sobrecarga de multitomas.;" Se sugiere canalizar, proteger y reorganizar cableado.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
421;3/19/2025;3 - NOROCCIDENTAL;Sucre ;"Archivo, 1 piso.";Fiscalía San Marcos ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia Almacenamiento inadecuado en el área de archivo y gabinetes.;Se sugiere adecuar almacenamiento acorde al procedimiento de gestión documental de FGN.;Coordinador sede-Supervisor aseo ;;;;;;;;;;;;;;;
422;3/19/2025;3 - NOROCCIDENTAL;Sucre ;"Baños, Segundo Piso.";Fiscalía San Marcos ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se perciben malos olores en baños del segundo piso.;Se sugiere la revisión y mantenimiento correctivo en baños del segundo piso..;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
423;3/19/2025;3 - NOROCCIDENTAL;Sucre ;Oficinas - Asistente fiscal (2 Piso);Fiscalía San Marcos ;"FÍSICO 1 - RADIACIONES NO IONIZANTES (EXPOSICIÓN PROLONGADA A RAYOS SOLARES, EXPOSICIÓN A VIDEOTERMINALES, INFRARROJA)";IV;Radiaciones no ionizantes por ingreso permanente de luz solar en el puesto de trabajo.;Se sugiere evaluar el mecanismo utilizado para el control del ingreso de luz solar a la oficina.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
424;4/10/2025;3 - NOROCCIDENTAL;Sucre ;"Escaleras de acceso y rampa
Escaleras de acceso al segundo piso";Fiscalía Sucre Sucre ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se evidencia:
Escaleras y rampa sin cinta antideslizante.
No cuenta con baranda para la sujeción en escaleras. (Tiene un solo pasamanos)";"Se sugiere instalar cintas antideslizantes.
Se sugiere instalar pasamanos faltante.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
425;4/10/2025;3 - NOROCCIDENTAL;Sucre ;Oficinas - Fiscal (2 Piso);Fiscalía Sucre Sucre ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);IV;Ingreso permanente de luz solar en el puesto de trabajo.;Se sugiere evaluar el mecanismo utilizado para el control del ingreso de luz solar a la oficina.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
426;4/10/2025;3 - NOROCCIDENTAL;Sucre ;2 piso (Tanque elevado).;Fiscalía Sucre Sucre ;BIOLÓGICO - MORDEDURAS Y PICADURAS;III;Se evidencia presencia de aves (palomas) cerca a tanque elevado 2 piso.;Se sugiere mantenimiento preventivo y correctivo en sistema de encerramiento y cielo raso con el fin de evitar el ingreso de animales.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
427;4/10/2025;3 - NOROCCIDENTAL;Sucre ;"Oficina, Cafetería";Fiscalía Sucre Sucre ;"QUÍMICO - LÍQUIDOS ÁCIDOS, BASES, CORROSIVOS";IV;Almacenamiento de productos químicos en el piso -área de cafetería.;Se sugiere adecuar espacio para el almacenamiento correcto de productos químicos (aseo).;Coordinador sede-Supervisor aseo ;;;;;;;;;;;;;;;
428;4/15/2025;3 - NOROCCIDENTAL;Sucre ;"1.
Área de ingreso";Fiscalía Santiago de Tolú ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia
1.
Deterioro en superficie de tránsito-escalones de acceso.";1.Se sugiere realizar mantenimiento correctivo en escalones de acceso al inmueble.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
429;4/15/2025;3 - NOROCCIDENTAL;Sucre ;"Escaleras.
Escalones – Rampa de acceso";Fiscalía Santiago de Tolú ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se evidencia
Escalones sin cinta antideslizante.
Rampa sin cintas antideslizante.";"Se sugiere instalar cintas antideslizantes en escaleras , rampa y escalones de acceso.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
430;4/15/2025;3 - NOROCCIDENTAL;Sucre ;"1 Oficinas asistente de fiscal 2 piso, pasillo 1 piso .
2 Oficinas CTI -1 Piso";Fiscalía Santiago de Tolú ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"1.Se evidencian fisuras en cielo raso
2.Se evidencia cielo raso con humedad";Se sugiere realizar mantenimiento preventivo y correctivo en techos en las diferentes áreas de la sede.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
431;4/15/2025;3 - NOROCCIDENTAL;Sucre ;Archivo General – Fiscalía;Fiscalía Santiago de Tolú ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia
Aglomeración de cajas en la superficie
Almacenamiento de cajas y otros elementos en el área de los baños";"Se sugiere adecuar almacenamiento acorde al procedimiento de gestión documental de FGN
Se sugiere evaluar espacio destinado para el área de archivo de acuerdo a la demanda de documentación que maneja la unidad local.
Evaluar otros espacios para el almacenamiento de elementos dado a la demanda en la sede.";Coordinador sede-Supervisor aseo ;;;;;;;;;;;;;;;
432;4/15/2025;3 - NOROCCIDENTAL;Sucre ;Baño (usuarios);Fiscalía Santiago de Tolú ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia que baño de usuarios no cuenta con cisterna de agua para inodoro.;Se sugiere contar con cisterna de suministro de agua en baño.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
433;4/15/2025;3 - NOROCCIDENTAL;Sucre ;Cuarto eléctrico (oficina CTI);Fiscalía Santiago de Tolú ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencia acumulación de cables sin engavetar.;"Se sugiere canalizar, proteger y reorganizar cableado.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
434;4/15/2025;3 - NOROCCIDENTAL;Sucre ;"1.
Puesto de trabajo (Técnico Investigador )– Piso 1";Fiscalía Santiago de Tolú ;CONDICIONES DE SEGURIDAD - MECÁNICO (ARMAS DE FUEGO - ELEMENTOS CORTOPUNZANTES - ELEMENTOS DE MÁQUINAS - HERRAMIENTAS - MATERIALES PROYECTADOS);III;2. Se evidencia sistema ajustable de silla ergonómica deteriorado.;1.Se sugiere reparar o reemplazar silla ergonómica en mal estado.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
435;4/15/2025;3 - NOROCCIDENTAL;Sucre ;"1.Sala de espera -Puesto de guarda de seguridad
2.Oficina Fiscal 2 Piso";Fiscalía Santiago de Tolú ;"FÍSICO 1 - DISCONFORT TÉRMICO POR FRIO O CALOR
 VENTILACIÓN";III;"Se evidencia
1.En la sala de espera y puesto de guarda de seguridad del primer piso que no se cuenta con sistema de ventilación.
2.Aire acondicionado de oficina fiscal presenta deficiencia para regular la temperatura";"1.se sugiere validar la necesidad por parte del área encargada de instalar sistema de ventilación o aire acondicionado.
2. Se sugiere realizar mantenimiento preventivo y correctivo del equipo de aire acondicionado.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
436;4/15/2025;3 - NOROCCIDENTAL;Sucre ;Patio;Fiscalía Santiago de Tolú ;FENÓMENOS NATURALES - ATENTADOS - DESORDEN PÚBLICO - INCURSIONES - ROBO ATRACO ASALTO - ZONA DE CONFLICTOS;III;"Se evidencia
Paredilla de área de patio sin protección y de fácil acceso.";se sugiere validar la necesidad por parte del área encargada de instalar sistema de protección en patio que impida el ingreso por la parte posterior de la Sede .;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
437;5/14/2025;3 - NOROCCIDENTAL;Sucre ;"1. Escalones de acceso a oficina Fiscalía 15 Seccional y baños sin cintas antideslizantes.
2. Rampa interna.";Fiscalía San Onofre ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"1. Escalones de acceso a oficina Fiscalía 15 Seccional y baños sin cintas antideslizantes.
2. Rampa interna sin pasamanos";"1. Se sugiere instalar cintas antideslizantes en escalones de acceso oficina Fiscalía 15 Seccional y baños sin cintas antideslizantes. 
2. Se sugiere instalar pasamanos en rampa interna";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
438;5/14/2025;3 - NOROCCIDENTAL;Sucre ;Baño social;Fiscalía San Onofre ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia fuga en lavamanos;"Se sugiere realizar mantenimiento correctivo: verificar el sistema de suministro del lavamanos (válvula, tubería, presión de agua) .";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
439;5/14/2025;3 - NOROCCIDENTAL;Sucre ;Archivo;Fiscalía San Onofre ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia almacenamiento inadecuado en el área de archivo, acumulación de cajas en ultimo nivel  y espacio reducido.";Se sugiere adecuar almacenamiento acorde al procedimiento de gestión documental de FGN. Se sugiere evaluar espacio destinado para el área de archivo de acuerdo a la demanda de documentación que maneja la unidad local.;Coordinador sede-Supervisor aseo ;;;;;;;;;;;;;;;
440;5/15/2025;3 - NOROCCIDENTAL;Sucre ;Rampa de acceso a la Sede.;Fiscalía Toluviejo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Rampa de acceso sin pasamanos y sin cintas antideslizantes.;Se sugiere instalar pasamanos en rampa de acceso y cintas antideslizantes;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
441;5/15/2025;3 - NOROCCIDENTAL;Sucre ;Cuarto eléctrico;Fiscalía Toluviejo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia humedad en paredes;Se sugiere realizar mantenimiento preventivo y correctivo en paredes.;Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
442;5/15/2025;3 - NOROCCIDENTAL;Sucre ;Oficina Fiscal;Fiscalía Toluviejo ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencia cables sin canalizar;"Se sugiere canalizar, proteger y reorganizar cableado.";Mantenimiento y Administración de Sedes ;;;;;;;;;;;;;;;
